PeakID (cmd=annotatePeaks.pl tal1_specific.bed mm10 -annStats tal1_peaks_annstats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
tal1_peak_1299	chr4	53517893	53517932	+	130	NA	intron (NM_133891, intron 4 of 15)	PB1|SINE|Alu	77499	NM_133891	100434	Mm.482207	NM_133891	ENSMUSG00000028412	Slc44a1	2210409B22Rik|4833416H08Rik|AW547365|CHTL1|CTL1|Cdw92	solute carrier family 44, member 1	protein-coding
tal1_peak_372	chr12	31352612	31352653	+	130	NA	Intergenic	ID_B1|SINE|B4	-1161	NM_007861	13382	Mm.3131	NM_007861	ENSMUSG00000020664	Dld	-	dihydrolipoamide dehydrogenase	protein-coding
tal1_peak_1018	chr2	14239926	14239961	+	130	NA	intron (NM_008625, intron 2 of 29)	B1F2|SINE|Alu	10529	NM_008625	17533	Mm.2019	NM_008625	ENSMUSG00000026712	Mrc1	AW259686|CD206|MR	mannose receptor, C type 1	protein-coding
tal1_peak_1441	chr5	95653401	95653439	+	130	NA	Intergenic	L1Md_F2|LINE|L1	82753	NM_001270457	666203	Mm.380154	NM_001270457	ENSMUSG00000096139	Gm7978	EG666203	predicted gene 7978	protein-coding
tal1_peak_1439	chr5	94365620	94365658	+	130	NA	Intergenic	L1Md_F2|LINE|L1	-11701	NM_178894	100554	Mm.327439	NM_178894	ENSMUSG00000073497	AA792892	-	expressed sequence AA792892	protein-coding
tal1_peak_1759	chr8	11786205	11786239	+	130	NA	intron (NM_001113518, intron 4 of 20)	PB1|SINE|Alu	27892	NM_001113518	54126	Mm.244068	NM_017402	ENSMUSG00000031511	Arhgef7	Cool|PIX|Pak3bp|betaPix|betaPix-b|betaPix-c|cool-1|mKIAA0142|p85Cool1|p85SPR	Rho guanine nucleotide exchange factor (GEF7)	protein-coding
tal1_peak_634	chr14	86389541	86389580	+	130	NA	Intergenic	PB1D11|SINE|Alu	143590	NR_040457	75155	Mm.399239	NR_040457	ENSMUSG00000115271	4930529K09Rik	4930507G21Rik	RIKEN cDNA 4930529K09 gene	ncRNA
tal1_peak_1367	chr4	142189897	142189931	+	130	NA	intron (NM_144531, intron 1 of 13)	PB1D11|SINE|Alu	20294	NM_001109684	71529	Mm.255986	NM_144531	ENSMUSG00000040606	Kazn	2310007B04Rik|9030409G11Rik|AI256607|AI666764|AW061099|Kaz|Kazrin	kazrin, periplakin interacting protein	protein-coding
tal1_peak_833	chr17	34933832	34933866	+	130	NA	intron (NM_010893, intron 3 of 5)	B1F|SINE|Alu	2596	NM_010893	18010	Mm.8856	NM_010893	ENSMUSG00000007038	Neu1	AA407268|AA407316|Aglp|Apl|Bat-7|Bat7|G9|Map-2|Neu|Neu-1	neuraminidase 1	protein-coding
tal1_peak_995	chr19	47562717	47562751	+	130	NA	Intergenic	PB1D9|SINE|Alu	-17285	NM_009289	20874	Mm.281011	NM_009289	ENSMUSG00000025060	Slk	9A2|AV021402|AW411554|Etk4|SMAK|Stk2|mKIAA0204|mSLK	STE20-like kinase	protein-coding
tal1_peak_656	chr15	24295695	24295732	+	130	NA	Intergenic	Lx2B2|LINE|L1	1118051	NM_027395	70350	Mm.29586	NM_027395	ENSMUSG00000045763	Basp1	2610024P12Rik|CAP-23|CAP23|Ckap3|NAP-22|NAP22	brain abundant, membrane attached signal protein 1	protein-coding
tal1_peak_799	chr16	96105752	96105786	+	130	NA	Intergenic	PB1|SINE|Alu	21956	NM_008251	15312	Mm.2756	NM_008251	ENSMUSG00000040681	Hmgn1	HMG-14|Hmg14	high mobility group nucleosomal binding domain 1	protein-coding
tal1_peak_1555	chr6	49932127	49932162	+	130	NA	Intergenic	PB1D7|SINE|Alu	109434	NM_023456	109648	Mm.154796	NM_023456	ENSMUSG00000029819	Npy	0710005A05Rik	neuropeptide Y	protein-coding
tal1_peak_1090	chr2	94206594	94206629	+	130	NA	Intergenic	B1F1|SINE|Alu	-34767	NR_106139	102465777		NR_106139	ENSMUSG00000106336	Mir129b	mmu-mir-129b	microRNA 129b	ncRNA
tal1_peak_321	chr11	102161268	102161311	+	130	NA	Intergenic	B1_Mus1|SINE|Alu	-4882	NM_029649	76547	Mm.46529	NM_029649	ENSMUSG00000020921	Tmem101	2610511E22Rik	transmembrane protein 101	protein-coding
tal1_peak_1639	chr7	15895449	15895483	+	130	NA	promoter-TSS (NM_001205274)	promoter-TSS (NM_001205274)	-658	NM_001205274	546024	Mm.259041	NM_001033638	ENSMUSG00000074365	Crxos	AA606869|AY590891|Crxos1|Egam1	cone-rod homeobox, opposite strand	protein-coding
tal1_peak_880	chr17	84072258	84072293	+	130	NA	Intergenic	B1F1|SINE|Alu	-6385	NR_045458	74473	Mm.399575	NR_045458	ENSMUSG00000117571	4933433H22Rik	-	RIKEN cDNA 4933433H22 gene	ncRNA
tal1_peak_847	chr17	46836258	46836297	+	130	NA	Intergenic	B1_Mur3|SINE|Alu	-4864	NM_001100452	210982	Mm.37642	NM_001100452	ENSMUSG00000036568	Bicral	Gltscr1l|mKIAA0240	BRD4 interacting chromatin remodeling complex associated protein like	protein-coding
tal1_peak_353	chr12	4425350	4425390	+	130	NA	intron (NM_010881, intron 1 of 22)	B1_Mur2|SINE|Alu	51812	NM_010881	17977	Mm.301039	NM_010881	ENSMUSG00000020647	Ncoa1	KAT13A|NCoA-1|NRC-1|SRC-1|SRC-a|SRC1|bHLHe74|mNRC-1	nuclear receptor coactivator 1	protein-coding
tal1_peak_947	chr18	82959952	82959988	+	130	NA	intron (NM_183033, intron 2 of 5)	PB1D11|SINE|Alu	-39410	NR_033307	75853	Mm.420737	NR_033307	ENSMUSG00000118339	4930592I03Rik	-	RIKEN cDNA 4930592I03 gene	ncRNA
tal1_peak_1440	chr5	95331328	95331366	+	130	NA	intron (NM_001270456, intron 2 of 4)	L1Md_F2|LINE|L1	25424	NM_001270456	100041296	Mm.389635	NM_001270456	ENSMUSG00000079424	Gm3259	-	predicted gene 3259	protein-coding
tal1_peak_667	chr15	51868856	51868889	+	130	NA	Intergenic	B1_Mm|SINE|Alu	-3411	NM_080635	68135	Mm.289800	NM_080635	ENSMUSG00000022312	Eif3h	1110008A16Rik|40kD|9430017H16Rik|EIF3-P40|EIF3-gamma|Eif3s3	eukaryotic translation initiation factor 3, subunit H	protein-coding
tal1_peak_1229	chr3	100166222	100166258	+	128	NA	intron (NR_104341, intron 1 of 13)	PB1D10|SINE|Alu	3777	NM_010269	14547	Mm.279228	NM_010269	ENSMUSG00000027865	Gdap2	C77050|D3Ertd801e	ganglioside-induced differentiation-associated-protein 2	protein-coding
tal1_peak_2402	chrX	99205604	99205640	+	128	NA	Intergenic	PB1D7|SINE|Alu	69561	NM_010110	13641	Mm.3374	NM_010110	ENSMUSG00000031217	Efnb1	Cek5-L|EFL-3|Elk-L|Epl2|Eplg2|LERK-2|Lerk2|Stra1	ephrin B1	protein-coding
tal1_peak_62	chr1	88836589	88836624	+	126	NA	Intergenic	B1_Mus2|SINE|Alu	81716	NR_040493	78650	Mm.243767	NR_040493	ENSMUSG00000097398	Platr5	2410088K16Rik	pluripotency associated transcript 5	ncRNA
tal1_peak_1648	chr7	28935615	28935656	+	126	NA	intron (NM_001360550, intron 1 of 21)	B1_Mus1|SINE|Alu	26697	NM_001360550	60595	Mm.81144	NM_021895	ENSMUSG00000054808	Actn4	C77391	actinin alpha 4	protein-coding
tal1_peak_1851	chr8	111697766	111697801	+	124	NA	Intergenic	B1_Mus1|SINE|Alu	-6773	NM_025583	66473	Mm.34374	NM_025583	ENSMUSG00000031957	Ctrb1	2200008D09Rik|AI504462|Ctrb|Prt-2	chymotrypsinogen B1	protein-coding
tal1_peak_982	chr19	41984524	41984562	+	121	NA	intron (NM_145500, intron 1 of 2)	B1_Mm|SINE|Alu	2780	NM_145500	226122	Mm.22948	NM_145500	ENSMUSG00000025171	Ubtd1	BC016129	ubiquitin domain containing 1	protein-coding
tal1_peak_1885	chr8	126559052	126559088	+	121	NA	Intergenic	7SLRNA|srpRNA|srpRNA	34916	NM_001164598	270110	Mm.334918	NM_001164598	ENSMUSG00000051495	Irf2bp2	E130305N23Rik|IRF-2BP2	interferon regulatory factor 2 binding protein 2	protein-coding
tal1_peak_866	chr17	63655085	63655118	+	121	NA	Intergenic	B1_Mus2|SINE|Alu	-154521	NM_015794	50758	Mm.136366	NM_015794	ENSMUSG00000023965	Fbxl17	6330576B01Rik|AI452053|BB073797|C130023C01Rik|Fbx13|Fbxo13	F-box and leucine-rich repeat protein 17	protein-coding
tal1_peak_1496	chr5	142369600	142369642	+	120	NA	Intergenic	7SLRNA|srpRNA|srpRNA	-31876	NM_199068	17425	Mm.24214	NM_010812	ENSMUSG00000056493	Foxk1	A630048H08Rik|AI463295|Gm10868|Mnf	forkhead box K1	protein-coding
tal1_peak_610	chr14	52303928	52303963	+	120	NA	intron (NM_019721, intron 1 of 10)	B1F2|SINE|Alu	1179	NM_019721	56335	Mm.271759	NM_019721	ENSMUSG00000022160	Mettl3	2310024F18Rik|M6A|Spo8	methyltransferase like 3	protein-coding
tal1_peak_1855	chr8	117386903	117386945	+	120	NA	intron (NM_028941, intron 3 of 20)	B1_Mur4|SINE|Alu	37754	NM_028941	74440	Mm.233181	NM_028941	ENSMUSG00000034390	Cmip	4933407C03Rik|5830471E12Rik|AI314065|AI464126	c-Maf inducing protein	protein-coding
tal1_peak_945	chr18	79104657	79104697	+	120	NA	intron (NM_053099, intron 1 of 5)	B1_Mur1|SINE|Alu	4714	NM_053099	240427	Mm.312871	NM_053099	ENSMUSG00000024548	Setbp1	C130092E12|Seb|mKIAA0437	SET binding protein 1	protein-coding
tal1_peak_1849	chr8	111231951	111231994	+	120	NA	intron (NM_001368315, intron 1 of 25)	B1_Mm|SINE|Alu	27238	NM_009149	20340	Mm.276271	NM_009149	ENSMUSG00000003316	Glg1	AI593353|AW537898|CFR|CFR-1|ESL-1|MG-160|MG160|Selel	golgi apparatus protein 1	protein-coding
tal1_peak_1776	chr8	26850153	26850187	+	120	NA	Intergenic	B1F1|SINE|Alu	-25747	NR_045904	72316	Mm.490534	NR_045904	ENSMUSG00000100335	2310008N11Rik	-	RIKEN cDNA 2310008N11 gene	ncRNA
tal1_peak_287	chr11	79496595	79496635	+	120	NA	intron (NM_010897, intron 36 of 57)	PB1D11|SINE|Alu	7467	NM_019409	18377	Mm.93335	NM_019409	ENSMUSG00000049612	Omg	-	oligodendrocyte myelin glycoprotein	protein-coding
tal1_peak_1355	chr4	137465853	137465889	+	120	NA	Intergenic	B1_Mus2|SINE|Alu	-2932	NM_008305	15530	Mm.273662	NM_008305	ENSMUSG00000028763	Hspg2	AI852380|HSPG|Pcn|Plc|per	perlecan (heparan sulfate proteoglycan 2)	protein-coding
tal1_peak_1039	chr2	31225794	31225833	+	120	NA	Intergenic	PB1|SINE|Alu	-20110	NM_019681	14299	Mm.249318	NM_019681	ENSMUSG00000062661	Ncs1	9430075O15Rik|A730032G13Rik|AI836659|Freq|Mfreq|NCS-1	neuronal calcium sensor 1	protein-coding
tal1_peak_1736	chr7	141298003	141298039	+	120	NA	intron (NM_001282073, intron 11 of 11)	B1F|SINE|Alu	6003	NM_007878	13491	Mm.41075	NM_007878	ENSMUSG00000025496	Drd4	AW125663|D4R|Drd-4	dopamine receptor D4	protein-coding
tal1_peak_1338	chr4	121024905	121024946	+	115	NA	Intergenic	PB1|SINE|Alu	-7678	NM_133716	69780	Mm.271819	NM_133716	ENSMUSG00000032870	Smap2	1810031K02Rik|AA408614|Smap1l	small ArfGAP 2	protein-coding
tal1_peak_2085	chr9	78257834	78257867	+	114	NA	intron (NM_001243092, intron 1 of 6)	B1_Mus1|SINE|Alu	721	NM_001243092	100042295	Mm.197422	NM_001243092	ENSMUSG00000111709	Gm3776	-	predicted gene 3776	protein-coding
tal1_peak_1225	chr3	96127033	96127068	+	114	NA	intron (NM_001025613, intron 2 of 12)	B1F|SINE|Alu	22523	NM_001025614	229603	Mm.272336	NM_001025613	ENSMUSG00000038495	Otud7b	2900060B22Rik|4930463P07Rik|AI462125|CEZANNE|Trabid2|Za20d1	OTU domain containing 7B	protein-coding
tal1_peak_203	chr10	108012272	108012310	+	112	NA	Intergenic	L1_Mus2|LINE|L1	65646	NR_131147	628877	Mm.363120	NR_131147	ENSMUSG00000112910	Gm29685	-	predicted gene, 29685	ncRNA
tal1_peak_651	chr15	4024336	4024369	+	112	NA	intron (NR_028266, intron 1 of 1)	B1F|SINE|Alu	-2076	NM_024188	67041	Mm.13445	NM_024188	ENSMUSG00000022186	Oxct1	2610008O03Rik|Oxct|Oxct2a|Scot-s	3-oxoacid CoA transferase 1	protein-coding
tal1_peak_1118	chr2	121941915	121941950	+	112	NA	Intergenic	B1_Mus2|SINE|Alu	-14069	NM_001290991	329506	Mm.249405	NM_212450	ENSMUSG00000033411	Ctdspl2	D2Ertd485e|SCP4	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2	protein-coding
tal1_peak_1134	chr2	145838021	145838055	+	112	NA	intron (NM_028724, intron 4 of 12)	B1_Mur4|SINE|Alu	51922	NM_028724	74030	Mm.228799	NM_028724	ENSMUSG00000001768	Rin2	2010003K16Rik|4632403N06Rik|AW821980|RASSF4	Ras and Rab interactor 2	protein-coding
tal1_peak_15	chr1	35858109	35858146	+	112	NA	Intergenic	B1_Mm|SINE|Alu	-210273	NM_015818	50785	Mm.213566	NM_015818	ENSMUSG00000045216	Hs6st1	6Ost1	heparan sulfate 6-O-sulfotransferase 1	protein-coding
tal1_peak_1595	chr6	113326055	113326089	+	112	NA	promoter-TSS (NM_010957)	promoter-TSS (NM_010957)	-904	NR_149720	18294	Mm.43612	NM_010957	ENSMUSG00000030271	Ogg1	Mmh	8-oxoguanine DNA-glycosylase 1	protein-coding
tal1_peak_1186	chr3	22273831	22273865	+	112	NA	Intergenic	L1Md_F2|LINE|L1	22478	NR_004439	19784		NR_004439		Rprl2	RPRH3|Rmrp3	ribonuclease P RNA-like 2	ncRNA
tal1_peak_1046	chr2	43654140	43654178	+	112	NA	intron (NM_027552, intron 10 of 13)	Lx7|LINE|L1	-94665	NM_001301831	76117	Mm.217350	NM_153820	ENSMUSG00000049744	Arhgap15	5830480G12Rik	Rho GTPase activating protein 15	protein-coding
tal1_peak_686	chr15	78805990	78806026	+	112	NA	Intergenic	PB1|SINE|Alu	-2966	NM_130859	105844	Mm.17629	NM_130859	ENSMUSG00000033170	Card10	AI449026|Bimp1|Carma3	caspase recruitment domain family, member 10	protein-coding
tal1_peak_1237	chr3	105101026	105101060	+	112	NA	Intergenic	ID_B1|SINE|B4	34199	NM_029228	75269	Mm.307994	NM_029228	ENSMUSG00000051788	4930564D02Rik	-	RIKEN cDNA 4930564D02 gene	protein-coding
tal1_peak_1559	chr6	53335319	53335352	+	112	NA	intron (NM_001327821, intron 1 of 10)	ID_B1|SINE|B4	48032	NM_001327821	231991	Mm.227444	NM_172728	ENSMUSG00000053007	Creb5	9430076C15Rik|CRE-BPa|Crebpa|D430026C09Rik	cAMP responsive element binding protein 5	protein-coding
tal1_peak_1375	chr4	151958045	151958079	+	112	NA	intron (NM_172704, intron 4 of 15)	PB1D10|SINE|Alu	24342	NM_172704	230935	Mm.21353	NM_172704	ENSMUSG00000039768	Dnajc11	E030019A03Rik	DnaJ heat shock protein family (Hsp40) member C11	protein-coding
tal1_peak_2362	chrX	52960903	52960977	+	112	NA	Intergenic	B3|SINE|B2	-27138	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
tal1_peak_239	chr11	31057641	31057677	+	112	NA	intron (NM_023906, intron 5 of 9)	B1_Mur2|SINE|Alu	-71294	NM_001290667	68044	Mm.32656	NM_026527	ENSMUSG00000020309	Chac2	-	ChaC, cation transport regulator 2	protein-coding
tal1_peak_1651	chr7	38093752	38093790	+	112	NA	Intergenic	PB1D10|SINE|Alu	13719	NM_007633	12447	Mm.16110	NM_007633	ENSMUSG00000002068	Ccne1	AW538188|CycE1	cyclin E1	protein-coding
tal1_peak_1813	chr8	73458886	73458921	+	112	NA	Intergenic	L1MB1|LINE|L1	-105363	NM_010687	16795	Mm.324371	NM_010687	ENSMUSG00000004383	Large1	BPFD#36|Gyltl1a|Large|Mbp-1|Mbp1|enr|fg|froggy|myd	LARGE xylosyl- and glucuronyltransferase 1	protein-coding
tal1_peak_707	chr15	88679875	88679910	+	112	NA	Intergenic	B1_Mur3|SINE|Alu	54327	NM_001033274	223770	Mm.254438	NM_001033274	ENSMUSG00000022387	Brd1	1110059H06Rik|AI316859|mKIAA4191	bromodomain containing 1	protein-coding
tal1_peak_71	chr1	97621465	97621501	+	112	NA	Intergenic	B1_Mm|SINE|Alu	40193	NM_001355074	52392	Mm.12309	NM_133825	ENSMUSG00000044768	D1Ertd622e	AI987691|AW047450	DNA segment, Chr 1, ERATO Doi 622, expressed	protein-coding
tal1_peak_169	chr10	61227640	61227676	+	112	NA	intron (NM_001081127, intron 6 of 21)	PB1|SINE|Alu	45761	NM_001081127	237360	Mm.333252	NM_001081127	ENSMUSG00000059901	Adamts14	Adamts-14|TS14	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14	protein-coding
tal1_peak_2076	chr9	68685040	68685077	+	112	NA	intron (NM_013646, intron 1 of 10)	B4|SINE|B4	31272	NM_013646	19883	Mm.378450	NM_013646	ENSMUSG00000032238	Rora	9530021D13Rik|Nr1f1|ROR1|ROR2|ROR3|nmf267|sg|staggerer|tmgc26	RAR-related orphan receptor alpha	protein-coding
tal1_peak_1141	chr2	155591139	155591173	+	112	NA	intron (NM_008180, intron 1 of 12)	PB1D7|SINE|Alu	1654	NM_001291111	14854	Mm.252316	NM_008180	ENSMUSG00000027610	Gss	AI314904|GS-A/GS-B|GSH-S	glutathione synthetase	protein-coding
tal1_peak_407	chr12	80689456	80689490	+	112	NA	intron (NR_037995, intron 1 of 1)	L1M2|LINE|L1	2993	NR_037995	68354	Mm.46194	NR_037995		Plekhd1os	0610009B14Rik	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1, opposite strand	ncRNA
tal1_peak_177	chr10	70330135	70330170	+	112	NA	Intergenic	L1M2|LINE|L1	84876	NM_025807	66859	Mm.19325	NM_025807	ENSMUSG00000037762	Slc16a9	1200003C15Rik|4930425B13Rik|AI552636	solute carrier family 16 (monocarboxylic acid transporters), member 9	protein-coding
tal1_peak_2349	chrX	21288171	21288205	+	112	NA	Intergenic	L1_Rod|LINE|L1	46539	NR_033482	629024	Mm.391230	NR_033482	ENSMUSG00000087586	Gm6938	EG629024	predicted gene 6938	ncRNA
tal1_peak_1275	chr4	14777598	14777638	+	112	NA	intron (NM_028499, intron 1 of 7)	L1_Rod|LINE|L1	18434	NM_028499	73314	Mm.52613	NM_028499	ENSMUSG00000023151	Lrrc69	1700034K16Rik	leucine rich repeat containing 69	protein-coding
tal1_peak_161	chr10	44125784	44125820	+	112	NA	intron (NM_001368305, intron 1 of 21)	PB1|SINE|Alu	23026	NM_001368305	11630	Mm.292082	NM_172393	ENSMUSG00000019866	Crybg1	Aim1	crystallin beta-gamma domain containing 1	protein-coding
tal1_peak_958	chr19	14186505	14186540	+	112	NA	Intergenic	L1MA5|LINE|L1	249428	NR_152176	667433	Mm.128913	NR_152176		Gm8630	EG667433	predicted gene 8630	ncRNA
tal1_peak_953	chr19	5808459	5808493	+	112	NA	Intergenic	PB1|SINE|Alu	-5804	NR_002847	72289	Mm.298256	NR_002847	ENSMUSG00000092341	Malat1	2210401K01Rik|9430072K23Rik|AI647968|Neat2	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	ncRNA
tal1_peak_2055	chr9	50317965	50317999	+	112	NA	Intergenic	B1F|SINE|Alu	-84800	NR_131161	71873		NR_131161	ENSMUSG00000110916	2310003N18Rik	-	RIKEN cDNA 2310003N18 gene	ncRNA
tal1_peak_86	chr1	133756655	133756689	+	112	NA	Intergenic	B1F|SINE|Alu	-2925	NM_213616	381290	Mm.188617	NM_213616	ENSMUSG00000026463	Atp2b4	Pmca4	ATPase, Ca++ transporting, plasma membrane 4	protein-coding
tal1_peak_1420	chr5	64227066	64227103	+	112	NA	intron (NM_019636, intron 2 of 19)	PB1|SINE|Alu	-3273	NM_001289514	57915	Mm.286353	NM_019636	ENSMUSG00000029174	Tbc1d1	1110062G02Rik|AI385682|AW555803|Nob1|Nobq1|Tbc1|mKIAA1108	TBC1 domain family, member 1	protein-coding
tal1_peak_1217	chr3	85176991	85177028	+	112	NA	Intergenic	B1F|SINE|Alu	-140510	NR_040542	73283	Mm.489084	NR_040542	ENSMUSG00000099995	1700036G14Rik	-	RIKEN cDNA 1700036G14 gene	ncRNA
tal1_peak_1404	chr5	30999487	30999527	+	112	NA	Intergenic	B1_Mur1|SINE|Alu	30830	NM_053085	69852	Mm.57874	NM_053085	ENSMUSG00000006642	Tcf23	2010002O16Rik|Out|bHLHa24	transcription factor 23	protein-coding
tal1_peak_1188	chr3	27804026	27804063	+	112	NA	Intergenic	ID_B1|SINE|B4	92324	NM_001164437	208613	Mm.59189	NM_001164437	ENSMUSG00000043164	Tmem212	E030011K20Rik|Gm564	transmembrane protein 212	protein-coding
tal1_peak_2412	chrX	107346338	107346376	+	112	NA	Intergenic	Lx2A1|LINE|L1	57003	NM_008409	16431	Mm.193	NM_008409	ENSMUSG00000031239	Itm2a	AW108051|Bricd2a|E25|Itm2	integral membrane protein 2A	protein-coding
tal1_peak_932	chr18	57838401	57838436	+	112	NA	Intergenic	B1_Mus1|SINE|Alu	-40260	NM_009194	20496	Mm.399997	NM_009194	ENSMUSG00000024597	Slc12a2	9330166H04Rik|Nkcc1|mBSC2|sy-ns	solute carrier family 12, member 2	protein-coding
tal1_peak_304	chr11	94569430	94569469	+	112	NA	TTS (NM_007689)	TTS (NM_007689)	4402	NM_007689	12643	Mm.440523	NM_007689	ENSMUSG00000039084	Chad	SLRR4A	chondroadherin	protein-coding
tal1_peak_1866	chr8	121688282	121688319	+	110	NA	Intergenic	B1_Mur1|SINE|Alu	-36367	NM_080855	142682	Mm.103202	NM_080855	ENSMUSG00000061410	Zcchc14	AA792890|BDG29	zinc finger, CCHC domain containing 14	protein-coding
tal1_peak_268	chr11	68786513	68786550	+	108	NA	intron (NM_175260, intron 21 of 40)	PB1D7|SINE|Alu	66604	NM_001363305	83431	Mm.31979	NM_023668	ENSMUSG00000018736	Ndel1	2600006O07Rik|MITAP1|NUDEL|mNudE-L|mNudel	nudE neurodevelopment protein 1 like 1	protein-coding
tal1_peak_581	chr14	20767120	20767159	+	108	NA	intron (NM_001039138, intron 5 of 19)	L1MA6|LINE|L1	26949	NM_001039139	12325	Mm.235182	NM_178597	ENSMUSG00000021820	Camk2g	Camkg	calcium/calmodulin-dependent protein kinase II gamma	protein-coding
tal1_peak_92	chr1	152101540	152101576	+	108	NA	Intergenic	B1_Mur1|SINE|Alu	-11238	NM_197990	69399	Mm.278031	NM_197990	ENSMUSG00000032666	1700025G04Rik	2610510E02Rik|2900042O04Rik	RIKEN cDNA 1700025G04 gene	protein-coding
tal1_peak_96	chr1	155392129	155392167	+	108	NA	intron (NM_011273, intron 1 of 14)	B1_Mus2|SINE|Alu	25296	NM_011273	19775	Mm.266215	NM_011273	ENSMUSG00000026469	Xpr1	Rmc-1|Rmc1|Sxv|Syg1|XR	xenotropic and polytropic retrovirus receptor 1	protein-coding
tal1_peak_281	chr11	77297077	77297110	+	106	NA	intron (NM_177710, intron 1 of 14)	PB1D10|SINE|Alu	-51187	NM_001291190	237860	Mm.440381	NM_177710	ENSMUSG00000037926	Ssh2	SSH-2|SSH-2L|mSSH-2L	slingshot protein phosphatase 2	protein-coding
tal1_peak_1216	chr3	82573663	82573697	+	106	NA	Intergenic	PB1D10|SINE|Alu	-25595	NM_001205099	18167	Mm.1433	NM_008731	ENSMUSG00000028004	Npy2r	NPY2-R	neuropeptide Y receptor Y2	protein-coding
tal1_peak_1474	chr5	124389267	124389306	+	106	NA	intron (NM_001359978, intron 20 of 31)	PB1|SINE|Alu	-34658	NM_013812	13445	Mm.391838	NM_013812	ENSMUSG00000029394	Cdk2ap1	Apc10|Cdkap1|DORC1|Doc1|ST19|doc-1|p12	CDK2 (cyclin-dependent kinase 2)-associated protein 1	protein-coding
tal1_peak_1710	chr7	118941013	118941051	+	106	NA	intron (NM_001081446, intron 7 of 8)	PB1D10|SINE|Alu	54179	NM_001195774	64297	Mm.103439	NM_022420	ENSMUSG00000008734	Gprc5b	AW125761|Raig2	G protein-coupled receptor, family C, group 5, member B	protein-coding
tal1_peak_515	chr13	89570626	89570661	+	106	NA	intron (NM_013500, intron 1 of 4)	Lx9|LINE|L1	30007	NM_013500	12950	Mm.266790	NM_013500	ENSMUSG00000021613	Hapln1	BB099155|CLP|Crtl1|Crtl1l|LP|LP-1	hyaluronan and proteoglycan link protein 1	protein-coding
tal1_peak_957	chr19	11920507	11920546	+	106	NA	intron (NM_172635, intron 3 of 18)	B1F|SINE|Alu	-3202	NR_105960	102465601		NR_105960	ENSMUSG00000104979	Mir6994	mmu-mir-6994	microRNA 6994	ncRNA
tal1_peak_1643	chr7	17033640	17033673	+	104	NA	3' UTR (NM_016868, exon 15 of 15)	3' UTR (NM_016868, exon 15 of 15)	-5742	NM_011155	19060	Mm.3294	NM_011155	ENSMUSG00000003099	Ppp5c	AU020526|PP5	protein phosphatase 5, catalytic subunit	protein-coding
tal1_peak_139	chr10	20093322	20093356	+	104	NA	intron (NM_008580, intron 14 of 29)	PB1D10|SINE|Alu	-55581	NM_008635	17761	Mm.20928	NM_008635	ENSMUSG00000019996	Map7	E-MAP-115|MAP-7|Mtap7|R75000|mshi|mste|ste	microtubule-associated protein 7	protein-coding
tal1_peak_12	chr1	26665827	26665863	+	104	NA	Intergenic	Intergenic	21615	NM_001033764	210940	Mm.297614	NM_001033764	ENSMUSG00000073722	4931408C20Rik	-	RIKEN cDNA 4931408C20 gene	protein-coding
tal1_peak_1543	chr6	36899451	36899485	+	103	NA	intron (NM_001347104, intron 27 of 32)	L1M2|LINE|L1	-89289	NM_008973	19242	Mm.279690	NM_008973	ENSMUSG00000029838	Ptn	HARP|HB-GAM|HBBM|HBBN|HBGF-8|HBNF|OSF|Osf-1|Osf1	pleiotrophin	protein-coding
tal1_peak_1327	chr4	106632893	106632926	+	102	NA	intron (NM_177667, intron 1 of 6)	B1_Mus1|SINE|Alu	10460	NM_177667	230576	Mm.41945	NM_177667	ENSMUSG00000034919	Ttc22	4732467L16Rik	tetratricopeptide repeat domain 22	protein-coding
tal1_peak_1001	chr19	56903302	56903335	+	97	NA	intron (NM_172840, intron 8 of 13)	intron (NM_172840, intron 8 of 13)	28902	NM_172840	240675	Mm.129534	NM_172840	ENSMUSG00000025082	Vwa2	Amaco	von Willebrand factor A domain containing 2	protein-coding
tal1_peak_732	chr16	14344182	14344217	+	95	NA	Intergenic	B1F|SINE|Alu	-17359	NM_008576	17250	Mm.196634	NM_008576	ENSMUSG00000023088	Abcc1	Abcc1a|Abcc1b|MRP|Mdrap|Mrp1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	protein-coding
tal1_peak_26	chr1	39501696	39501734	+	95	NA	Intergenic	ID_B1|SINE|B4	-22960	NM_001357521	54610	Mm.387293	NM_018775	ENSMUSG00000003134	Tbc1d8	AD3|HBLP1|VRP	TBC1 domain family, member 8	protein-coding
