PeakID (cmd=annotatePeaks.pl shared_peaks.bed mm10 -annStats shared_peaks_annstats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
lmo2_peak_505	chr13	118834123	118834309	+	72	NA	Intergenic	Intergenic	119517	NM_008002	14165	Mm.317323	NM_008002	ENSMUSG00000021732	Fgf10	AEY17|BB213776|Fgf-10|Gsfaey17	fibroblast growth factor 10	protein-coding
lmo2_peak_1024	chr2	130597910	130598111	+	72	NA	intron (NM_080562, intron 4 of 5)	PB1D10|SINE|Alu	-15422	NM_009732	11998	Mm.6190	NM_009732	ENSMUSG00000037727	Avp	Vp|Vsp	arginine vasopressin	protein-coding
lmo2_peak_821	chr18	43650281	43650494	+	72	NA	intron (NM_001163637, intron 1 of 21)	intron (NM_001163637, intron 1 of 21)	37386	NM_001163637	76217	Mm.134602	NM_001163637	ENSMUSG00000024502	Jakmip2	6430702L21Rik|AI850334|D930046L20Rik	janus kinase and microtubule interacting protein 2	protein-coding
lmo2_peak_1554	chr7	123032100	123032268	+	72	NA	Intergenic	Intergenic	61620	NM_175023	19647	Mm.4480	NM_011247	ENSMUSG00000030779	Rbbp6	4933422O15Rik|AI316869|BB233631|C030034J04Rik|C77662|P2P-R|PACT	retinoblastoma binding protein 6, ubiquitin ligase	protein-coding
lmo2_peak_1639	chr8	47271913	47272118	+	72	NA	intron (NM_175162, intron 1 of 4)	intron (NM_175162, intron 1 of 4)	17387	NM_001114311	71069	Mm.23973	NM_175162	ENSMUSG00000038143	Stox2	4933409N07Rik|AI449080|AI835114|mKIAA1392	storkhead box 2	protein-coding
lmo2_peak_1522	chr7	83810305	83810518	+	72	NA	Intergenic	Intergenic	-15572	NM_029335	75556	Mm.17649	NM_029335	ENSMUSG00000011154	Cfap161	1700026D08Rik|AW047638|AW551802	cilia and flagella associated protein 161	protein-coding
lmo2_peak_1920	chrX	169106428	169106640	+	72	NA	intron (NM_178754, intron 1 of 12)	intron (NM_178754, intron 1 of 12)	-6344	NM_001287530	11856	Mm.441810	NM_009707	ENSMUSG00000031355	Arhgap6	AI504284|RhoGAPX-1	Rho GTPase activating protein 6	protein-coding
lmo2_peak_1537	chr7	103910042	103910345	+	72	NA	Intergenic	Intergenic	3851	NM_013616	18365	Mm.377106	NM_013616	ENSMUSG00000110259	Olfr65	5'[b]3|5'beta3|MOR1-1|MOR1-2|ORL670|Olfr64	olfactory receptor 65	protein-coding
lmo2_peak_51	chr1	125663075	125663411	+	72	NA	Intergenic	Intergenic	-13753	NM_027677	71111	Mm.32727	NM_027677	ENSMUSG00000026343	Gpr39	4933415E13Rik	G protein-coupled receptor 39	protein-coding
lmo2_peak_1353	chr5	121236299	121236447	+	72	NA	intron (NM_181421, intron 1 of 75)	intron (NM_181421, intron 1 of 75)	16154	NM_181421	269700	Mm.184589	NM_181421	ENSMUSG00000042744	Hectd4	A130010L24|AU042671|BC019639|EG545802|Gm15800|mKIAA0614	HECT domain E3 ubiquitin protein ligase 4	protein-coding
lmo2_peak_1895	chrX	52999716	52999883	+	72	NA	intron (NM_013556, intron 2 of 8)	B3|SINE|B2	11721	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_1048	chr2	165329725	165329975	+	72	NA	Intergenic	Intergenic	-3371	NM_080287	140579	Mm.35064	NM_080287	ENSMUSG00000017670	Elmo2	1190002F24Rik|CED-12	engulfment and cell motility 2	protein-coding
lmo2_peak_453	chr13	58768328	58768479	+	72	NA	Intergenic	7SLRNA|srpRNA|srpRNA	-6092	NR_045469	67585	Mm.84751	NR_045469	ENSMUSG00000114384	4930455J16Rik	-	RIKEN cDNA 4930455J16 gene	ncRNA
lmo2_peak_1319	chr5	73585359	73585555	+	72	NA	Intergenic	Intergenic	46964	NM_153568	231296	Mm.168948	NM_153568	ENSMUSG00000067206	Lrrc66	-	leucine rich repeat containing 66	protein-coding
lmo2_peak_1759	chr9	20509767	20509981	+	72	NA	intron (NM_001082485, intron 2 of 8)	B1F|SINE|Alu	11545	NM_001082485	77519	Mm.431849	NM_001082485	ENSMUSG00000060510	Zfp266	5330440G10Rik|5730601F06Rik|AW552317	zinc finger protein 266	protein-coding
lmo2_peak_502	chr13	109907741	109907926	+	72	NA	intron (NM_011056, intron 8 of 16)	intron (NM_011056, intron 8 of 16)	4024	NR_035442	100316683		NR_035442	ENSMUSG00000084651	Mir1904	Mirn1904|mmu-mir-1904	microRNA 1904	ncRNA
lmo2_peak_699	chr16	89830231	89830457	+	72	NA	intron (NM_001145886, intron 15 of 27)	intron (NM_001145886, intron 15 of 27)	-11992	NM_001145887	21844	Mm.310902	NM_009384	ENSMUSG00000002489	Tiam1	AI847750|D16Ium10|D16Ium10e	T cell lymphoma invasion and metastasis 1	protein-coding
lmo2_peak_1888	chrX	52961038	52961445	+	72	NA	Intergenic	RMER17A2|LTR|ERVK	-26837	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_999	chr2	102745339	102745526	+	72	NA	intron (NR_153853, intron 1 of 1)	intron (NR_153853, intron 1 of 1)	1328	NR_153852	102637542	Mm.371582	NR_153852		Gm13872	-	predicted gene 13872	ncRNA
lmo2_peak_986	chr2	91244908	91245071	+	70	NA	Intergenic	B3|SINE|B2	7843	NR_015464	606735	Mm.246808	NR_015464	ENSMUSG00000097868	A330069E16Rik	-	RIKEN cDNA A330069E16 gene	ncRNA
lmo2_peak_1572	chr7	140968897	140969194	+	68	NA	intron (NM_001360728, intron 1 of 1)	RLTR1A2_MM|LTR|ERV1	969	NM_001112715	68713	Mm.175661	NM_026820	ENSMUSG00000025491	Ifitm1	1110036C17Rik|DSPA2a|Mil-2|Mil2	interferon induced transmembrane protein 1	protein-coding
lmo2_peak_683	chr16	37981921	37982070	+	67	NA	intron (NM_153394, intron 5 of 9)	L1VL2|LINE|L1	-35328	NR_040565	75175	Mm.399335	NR_040565		4930542C21Rik	-	RIKEN cDNA 4930542C21 gene	ncRNA
lmo2_peak_1184	chr4	62619411	62619681	+	64	NA	promoter-TSS (NM_001081650)	promoter-TSS (NM_001081650)	-126	NM_134257	50780	Mm.286753	NM_019492	ENSMUSG00000059810	Rgs3	4930506N09Rik|C2PA-RGS3|C2pa|PDZ-RGS3|RGS3S	regulator of G-protein signaling 3	protein-coding
lmo2_peak_71	chr1	154485499	154485676	+	64	NA	intron (NM_009782, intron 12 of 46)	intron (NM_009782, intron 12 of 46)	-228681	NR_040629	78112	Mm.401935	NR_040629	ENSMUSG00000099933	4930452N14Rik	-	RIKEN cDNA 4930452N14 gene	ncRNA
lmo2_peak_94	chr1	180902942	180903168	+	64	NA	Intergenic	Intergenic	-1219	NM_133705	69051	Mm.274180	NM_133705	ENSMUSG00000026520	Pycr2	1810018M05Rik|P5cr2	pyrroline-5-carboxylate reductase family, member 2	protein-coding
lmo2_peak_48	chr1	98310071	98310246	+	64	NA	Intergenic	RLTR34C_MM|LTR|ERVK	-110966	NM_027584	70866	Mm.389164	NM_027584	ENSMUSG00000026336	Slco6d1	4921511I05Rik	solute carrier organic anion transporter family, member 6d1	protein-coding
lmo2_peak_1898	chrX	53001454	53001782	+	64	NA	intron (NM_013556, intron 2 of 8)	intron (NM_013556, intron 2 of 8)	13540	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_752	chr17	33713392	33713562	+	64	NA	intron (NM_145486, intron 1 of 5)	intron (NM_145486, intron 1 of 5)	5200	NR_045523	224703	Mm.311439	NM_145486	ENSMUSG00000079557	March2	9530046H09Rik|MARCH-II	membrane-associated ring finger (C3HC4) 2	protein-coding
lmo2_peak_248	chr11	56091901	56092155	+	64	NA	Intergenic	RLTR1D|LTR|ERV1	-51041	NM_153079	216749	Mm.213205	NM_153079	ENSMUSG00000037393	Nmur2	Nmu2r	neuromedin U receptor 2	protein-coding
lmo2_peak_1472	chr6	128102660	128102984	+	64	NA	intron (NM_175414, intron 1 of 8)	intron (NM_175414, intron 1 of 8)	40756	NM_175414	109246	Mm.21814	NM_175414	ENSMUSG00000030352	Tspan9	6720474K14Rik|9430079M16Rik|AU018597|Tspan-9	tetraspanin 9	protein-coding
lmo2_peak_1685	chr8	94778033	94778195	+	64	NA	exon (NM_009142, exon 2 of 3)	exon (NM_009142, exon 2 of 3)	5934	NM_009142	20312	Mm.103711	NM_009142	ENSMUSG00000031778	Cx3cl1	AB030188|ABCD-3|AI848747|CX3C|Cxc3|D8Bwg0439e|Scyd1	chemokine (C-X3-C motif) ligand 1	protein-coding
lmo2_peak_980	chr2	84735505	84735659	+	64	NA	intron (NM_001005342, intron 1 of 4)	intron (NM_001005342, intron 1 of 4)	1378	NM_001005342	241525	Mm.486398	NM_001005342	ENSMUSG00000034059	Ypel4	-	yippee like 4	protein-coding
lmo2_peak_1273	chr4	151859331	151859492	+	61	NA	intron (NM_001081557, intron 1 of 23)	intron (NM_001081557, intron 1 of 23)	2357	NM_001081557	100072	Mm.318846	NM_001081557	ENSMUSG00000014592	Camta1	1810059M14Rik|2310058O09Rik|AI316882|AW987475|mKIAA0833	calmodulin binding transcription activator 1	protein-coding
lmo2_peak_203	chr11	4007129	4007422	+	61	NA	Intergenic	Intergenic	17342	NM_001177691	53897	Mm.103414	NM_016922	ENSMUSG00000049721	Gal3st1	Cst|Gcst	galactose-3-O-sulfotransferase 1	protein-coding
lmo2_peak_830	chr18	60937949	60938134	+	61	NA	intron (NM_177407, intron 1 of 17)	intron (NM_177407, intron 1 of 17)	12409	NM_177407	12322	Mm.131530	NM_009792	ENSMUSG00000024617	Camk2a	CaMKII|R74975|mKIAA0968	calcium/calmodulin-dependent protein kinase II alpha	protein-coding
lmo2_peak_1894	chrX	52999014	52999182	+	61	NA	exon (NM_013556, exon 2 of 9)	exon (NM_013556, exon 2 of 9)	11020	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_1890	chrX	52962670	52962987	+	61	NA	Intergenic	Intergenic	-25250	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_1051	chr2	166605780	166605989	+	61	NA	intron (NM_177782, intron 10 of 39)	intron (NM_177782, intron 10 of 39)	41362	NR_152154	433503	Mm.491336	NR_152154		Gm29679	-	predicted gene, 29679	ncRNA
lmo2_peak_806	chr18	17680667	17680950	+	61	NA	Intergenic	MIRc|SINE|MIR	-99818	NR_045374	75162	Mm.60874	NR_045374	ENSMUSG00000117615	4930545E07Rik	-	RIKEN cDNA 4930545E07 gene	ncRNA
lmo2_peak_797	chr18	3666193	3666347	+	61	NA	Intergenic	Intergenic	158313	NM_026505	68010	Mm.284863	NM_026505	ENSMUSG00000024232	Bambi	2610003H06Rik	BMP and activin membrane-bound inhibitor	protein-coding
lmo2_peak_1087	chr3	55544418	55544678	+	61	NA	Intergenic	Intergenic	82820	NM_001195540	13175	Mm.393242	NM_019978	ENSMUSG00000027797	Dclk1	1700113D08Rik|2810480F11Rik|AI836758|Click-I|Cpg16|Dcamkl1|Dcl|Dclk|mKIAA0369	doublecortin-like kinase 1	protein-coding
lmo2_peak_1256	chr4	139599299	139599688	+	61	NA	intron (NM_001205173, intron 1 of 8)	intron (NM_001205173, intron 1 of 8)	-23401	NM_175438	212647	Mm.273571	NM_175438	ENSMUSG00000028737	Aldh4a1	A930035F14Rik|Ahd-1|Ahd1|Aldh4|Aldh5a1|E330022C09|P5cd|P5cdh|P5cdhl|P5cdhs|Ssdh1	aldehyde dehydrogenase 4 family, member A1	protein-coding
lmo2_peak_1322	chr5	75900444	75900705	+	61	NA	Intergenic	Intergenic	77881	NM_010612	16542	Mm.285	NM_010612	ENSMUSG00000062960	Kdr	6130401C07|Flk-1|Flk1|Krd-1|Ly73|VEGFR-2|VEGFR2|orv|sVEGFR-2	kinase insert domain protein receptor	protein-coding
lmo2_peak_1130	chr3	127163863	127164034	+	61	NA	intron (NR_105029, intron 2 of 3)	intron (NR_105029, intron 2 of 3)	2643	NR_105030	100862268	Mm.444603	NR_105029	ENSMUSG00000097456	LOC100862268	-	uncharacterized LOC100862268	ncRNA
lmo2_peak_1189	chr4	75819267	75819552	+	61	NA	Intergenic	Intergenic	524834	NM_001352630	19266	Mm.184021	NM_011211	ENSMUSG00000028399	Ptprd	1110002J03Rik|3000002J10Rik|B230219D21Rik|R-PTP-delta	protein tyrosine phosphatase, receptor type, D	protein-coding
lmo2_peak_46	chr1	92848552	92848808	+	61	NA	intron (NM_016696, intron 1 of 8)	CpG	-1698	NR_029559	387167		NR_029559	ENSMUSG00000065470	Mir149	Mirn149|mir-149|mmu-mir-149	microRNA 149	ncRNA
lmo2_peak_1476	chr6	133341857	133342086	+	61	NA	Intergenic	RLTR1F_Mm|LTR|ERVK	49755	NM_027784	232426	Mm.158689	NM_027784	ENSMUSG00000055594	5530400C23Rik	GRP	RIKEN cDNA 5530400C23 gene	protein-coding
lmo2_peak_1644	chr8	65957007	65957321	+	61	NA	intron (NM_001166372, intron 2 of 7)	intron (NM_001166372, intron 2 of 7)	338639	NM_175188	72925	Mm.380457	NM_175188	ENSMUSG00000036469	March1	2900024D24Rik|BB085186	membrane-associated ring finger (C3HC4) 1	protein-coding
lmo2_peak_1181	chr4	53818440	53818656	+	61	NA	Intergenic	Intergenic	-7497	NM_028053	52076	Mm.27184	NM_028053	ENSMUSG00000028420	Tmem38b	1600017F22Rik|AA437809|AV051057|D4Ertd89e|TRIC-B|mg33b	transmembrane protein 38B	protein-coding
lmo2_peak_137	chr10	46785866	46786009	+	61	NA	Intergenic	RLTR1F_Mm|LTR|ERVK	541189	NR_028274	100302593		NR_028274	ENSMUSG00000095118	Snord14d	Gm23710	small nucleolar RNA, C/D box 14D	snoRNA
lmo2_peak_1466	chr6	122763067	122763228	+	61	NA	Intergenic	Intergenic	-20402	NM_011401	20527	Mm.395108	NM_011401	ENSMUSG00000003153	Slc2a3	AA408729|AL023014|AL024341|AU040424|C78366|Glut-3|Glut3	solute carrier family 2 (facilitated glucose transporter), member 3	protein-coding
lmo2_peak_1892	chrX	52997566	52997935	+	61	NA	intron (NM_013556, intron 1 of 8)	intron (NM_013556, intron 1 of 8)	9672	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_1169	chr4	43037926	43038072	+	56	NA	intron (NR_045567, intron 1 of 7)	intron (NR_045567, intron 1 of 7)	2302	NM_001253354	230088	Mm.260162	NM_172691	ENSMUSG00000036002	Fam214b	B230312A22Rik	family with sequence similarity 214, member B	protein-coding
lmo2_peak_369	chr12	77261466	77261609	+	54	NA	intron (NR_045554, intron 1 of 11)	RLTR23|LTR|ERV1	22798	NR_045554	53618	Mm.35628	NM_016893	ENSMUSG00000021065	Fut8	-	fucosyltransferase 8	protein-coding
lmo2_peak_688	chr16	49800021	49800366	+	54	NA	Intergenic	Intergenic	-55461	NM_010581	16423	Mm.31752	NM_010581	ENSMUSG00000055447	Cd47	9130415E20Rik|AA407862|AI848868|AW108519|B430305P08Rik|IAP|Itgp	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	protein-coding
lmo2_peak_1429	chr6	65583071	65583265	+	54	NA	Intergenic	RLTR20A3_MM|LTR|ERVK	-7230	NM_001001495	414084	Mm.117558	NM_001001495	ENSMUSG00000044162	Tnip3	9030611K07Rik|ABIN-3|LIND	TNFAIP3 interacting protein 3	protein-coding
lmo2_peak_296	chr11	99063380	99063532	+	54	NA	Intergenic	MLT1B|LTR|ERVL-MaLR	22212	NM_010517	16010	Mm.233799	NM_010517	ENSMUSG00000017493	Igfbp4	AI875747|Deb2|IBP-4|IGFBP-4	insulin-like growth factor binding protein 4	protein-coding
lmo2_peak_786	chr17	80801474	80801753	+	54	NA	Intergenic	Intergenic	-73588	NM_001360278	225028	Mm.311948	NM_001081357	ENSMUSG00000024242	Map4k3	4833416M01Rik|4833416M07Rik|9530052P13Rik|Glk|MAPKKKK3|MEKKK 3|MEKKK3|RAB8IPL1	mitogen-activated protein kinase kinase kinase kinase 3	protein-coding
lmo2_peak_406	chr13	5769742	5769902	+	54	NA	Intergenic	Intergenic	88270	NR_045891	71867	Mm.179181	NR_045891	ENSMUSG00000100625	1700016G22Rik	-	RIKEN cDNA 1700016G22 gene	ncRNA
lmo2_peak_1611	chr8	25430661	25430833	+	54	NA	Intergenic	Intergenic	-88012	NM_010206	14182	Mm.265716	NM_010206	ENSMUSG00000031565	Fgfr1	AW208770|Eask|FGFR-I|FLG|Fgfr-1|Flt-2|Fr1|Hspy|MFR|bFGF-R-1|c-fgr	fibroblast growth factor receptor 1	protein-coding
lmo2_peak_1893	chrX	52998307	52998651	+	50	NA	intron (NM_013556, intron 1 of 8)	B4A|SINE|B4	10401	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_631	chr15	86478735	86479035	+	50	NA	intron (NM_001358062, intron 9 of 9)	intron (NM_001358062, intron 9 of 9)	201210	NM_001358062	223754	Mm.28904	NM_145476	ENSMUSG00000051864	Tbc1d22a	BC023106|D15Ertd781e	TBC1 domain family, member 22a	protein-coding
lmo2_peak_488	chr13	98532520	98532774	+	50	NA	Intergenic	Intergenic	-97582	NR_045498	70090	Mm.410857	NR_045498	ENSMUSG00000099446	2310005E17Rik	-	RIKEN cDNA 2310005E17 gene	ncRNA
lmo2_peak_696	chr16	78319945	78320111	+	50	NA	intron (NM_001025192, intron 1 of 6)	intron (NM_001025192, intron 1 of 6)	18357	NM_001276263	13052	Mm.66222	NM_009988	ENSMUSG00000022865	Cxadr	2610206D03Rik|AU016810|AW553441|CAR|MCAR|MCVADR	coxsackie virus and adenovirus receptor	protein-coding
lmo2_peak_728	chr17	5099394	5099537	+	50	NA	intron (NM_001085355, intron 3 of 19)	intron (NM_001085355, intron 3 of 19)	104391	NM_001085355	239985	Mm.133401	NM_001085355	ENSMUSG00000069729	Arid1b	8030481M12|9330189K18Rik|AI836955|Ardi1b|B230217J03Rik|BAF250B|mKIAA1235	AT rich interactive domain 1B (SWI-like)	protein-coding
lmo2_peak_1889	chrX	52962289	52962631	+	50	NA	Intergenic	Intergenic	-25618	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_1068	chr2	181663340	181663532	+	50	NA	Intergenic	Intergenic	8204	NM_009236	20672	Mm.264904	NM_009236	ENSMUSG00000046470	Sox18	AI385749|Ra|Ragl	SRY (sex determining region Y)-box 18	protein-coding
lmo2_peak_920	chr2	19011556	19011749	+	50	NA	Intergenic	MLT1D|LTR|ERVL-MaLR	13333	NR_024323	74629	Mm.117687	NR_024323	ENSMUSG00000026736	4930426L09Rik	-	RIKEN cDNA 4930426L09 gene	ncRNA
lmo2_peak_493	chr13	101760310	101760537	+	50	NA	intron (NM_001077495, intron 1 of 15)	intron (NM_001077495, intron 1 of 15)	7794	NM_001077495	18708	Mm.259333	NM_001024955	ENSMUSG00000041417	Pik3r1	PI3K|p50alpha|p55alpha|p85alpha	phosphoinositide-3-kinase regulatory subunit 1	protein-coding
lmo2_peak_1400	chr6	31587653	31588038	+	50	NA	Intergenic	Intergenic	12878	NR_153845	105242621	Mm.389732	NR_153845		Gm6117	EG619959	predicted gene 6117	ncRNA
lmo2_peak_885	chr19	43036474	43036699	+	50	NA	intron (NM_001081257, intron 3 of 11)	intron (NM_001081257, intron 3 of 11)	-256608	NM_001346703	192236	Mm.218381	NM_019424	ENSMUSG00000025188	Hps1	6030422N11Rik|BB405864|Gm21361|Hps|ep	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1	protein-coding
lmo2_peak_1539	chr7	107004260	107004403	+	50	NA	Intergenic	Intergenic	-1726	NM_010983	18317	Mm.246525	NM_010983	ENSMUSG00000070417	Olfr2	I7|MOR103-15|Olfr41	olfactory receptor 2	protein-coding
lmo2_peak_1899	chrX	53001906	53002411	+	50	NA	exon (NM_013556, exon 3 of 9)	exon (NM_013556, exon 3 of 9)	14080	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_1887	chrX	52960470	52960855	+	50	NA	Intergenic	Intergenic	-27416	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_633	chr15	86813932	86814087	+	50	NA	Intergenic	Intergenic	536334	NM_001358062	223754	Mm.28904	NM_145476	ENSMUSG00000051864	Tbc1d22a	BC023106|D15Ertd781e	TBC1 domain family, member 22a	protein-coding
lmo2_peak_880	chr19	38645262	38645439	+	50	NA	intron (NM_019588, intron 2 of 31)	MLTR18D_MM|LTR|ERVK	121153	NM_019588	74055	Mm.34031	NM_019588	ENSMUSG00000024998	Plce1	4933403A21Rik|PLCepsilon|Plce|mKIAA1516	phospholipase C, epsilon 1	protein-coding
lmo2_peak_206	chr11	4543450	4543642	+	50	NA	intron (NM_028860, intron 1 of 17)	intron (NM_028860, intron 1 of 17)	51269	NM_028860	74302	Mm.425669	NM_028860	ENSMUSG00000034354	Mtmr3	1700092A20Rik|AI255150|AW557713|FYVE-DSP1|ZFYVE10|mKIAA0371	myotubularin related protein 3	protein-coding
lmo2_peak_53	chr1	126719953	126720104	+	50	NA	intron (NM_001081756, intron 1 of 16)	intron (NM_001081756, intron 1 of 16)	110604	NM_001081756	210356	Mm.377234	NM_172484	ENSMUSG00000049690	Nckap5	8430408F21|D130011D22Rik|E030049G20Rik|Erih1|Erih2|Gm1548|Nap5	NCK-associated protein 5	protein-coding
lmo2_peak_754	chr17	34972031	34972282	+	45	NA	promoter-TSS (NM_013558)	promoter-TSS (NM_013558)	0	NM_010479	193740	Mm.6388	NM_010479	ENSMUSG00000091971	Hspa1a	Hsp70-3|Hsp70.3|Hsp72|hsp68|hsp70A1	heat shock protein 1A	protein-coding
lmo2_peak_1461	chr6	114816961	114817307	+	45	NA	intron (NM_001253717, intron 19 of 19)	intron (NM_001253717, intron 19 of 19)	104687	NM_177683	232334	Mm.268357	NM_177683	ENSMUSG00000030315	Vgll4	BC048841|VGL-4	vestigial like family member 4	protein-coding
lmo2_peak_617	chr15	76523561	76523856	+	42	NA	Intergenic	CpG	-1579	NM_130893	170729	Mm.218747	NM_130893	ENSMUSG00000048385	Scrt1	-	scratch family zinc finger 1	protein-coding
lmo2_peak_1837	chr9	88553254	88553397	+	42	NA	intron (NM_001142943, intron 2 of 5)	7SLRNA|srpRNA|srpRNA	5305	NM_001142943	71640	Mm.259988	NM_001142943	ENSMUSG00000032425	Zfp949	4930422I07Rik|Nczf	zinc finger protein 949	protein-coding
lmo2_peak_1667	chr8	83670363	83670506	+	42	NA	TTS (NM_013641)	TTS (NM_013641)	3790	NM_013641	19216	Mm.213000	NM_013641	ENSMUSG00000019464	Ptger1	EP1|Ptgerep1	prostaglandin E receptor 1 (subtype EP1)	protein-coding
lmo2_peak_757	chr17	35720472	35720626	+	42	NA	Intergenic	Intergenic	-15950	NM_007584	12305	Mm.5021	NM_007584	ENSMUSG00000003534	Ddr1	6030432F18|AI323681|CD167a|Cak|Nep|PTK3A	discoidin domain receptor family, member 1	protein-coding
lmo2_peak_979	chr2	84688555	84688699	+	40	NA	TTS (NM_025885)	TTS (NM_025885)	-9799	NM_025868	66958	Mm.371621	NM_025868	ENSMUSG00000050043	Tmx2	2310042M24Rik|AA589631|Txndc14	thioredoxin-related transmembrane protein 2	protein-coding
lmo2_peak_1819	chr9	68804187	68804349	+	40	NA	intron (NM_013646, intron 1 of 10)	intron (NM_013646, intron 1 of 10)	38922	NR_033299	320440	Mm.483129	NM_177159		9530091C08Rik	-	RIKEN cDNA 9530091C08 gene	ncRNA
lmo2_peak_694	chr16	62834088	62834295	+	40	NA	intron (NM_026577, intron 1 of 9)	L2a|LINE|L2	12849	NM_026577	68146	Mm.96833	NM_026577	ENSMUSG00000022911	Arl13b	A530097K21Rik|A930014M17Rik|Arl2l1|C530009C10Rik|hnn	ADP-ribosylation factor-like 13B	protein-coding
lmo2_peak_1556	chr7	123457113	123457318	+	40	NA	Intergenic	Intergenic	-5079	NM_007474	11833	Mm.273175	NM_007474	ENSMUSG00000030762	Aqp8	AI255744|AQP-8	aquaporin 8	protein-coding
lmo2_peak_1326	chr5	76079731	76080060	+	40	NA	Intergenic	Intergenic	-60378	NM_020611	57357	Mm.289446	NM_020611	ENSMUSG00000029233	Srd5a3	1110025P14Rik|A430076C09|AV364670|AW987574|D730040M03Rik|H5ar|S5AR 3|Srd5a2l	steroid 5 alpha-reductase 3	protein-coding
lmo2_peak_1555	chr7	123366329	123366482	+	40	NA	intron (NM_001122642, intron 1 of 19)	intron (NM_001122642, intron 1 of 19)	3510	NM_001122643	70497	Mm.403318	NM_144529	ENSMUSG00000030766	Arhgap17	5730403H17Rik|Nadrin|Nadrin2|Rich1|Wbp15	Rho GTPase activating protein 17	protein-coding
lmo2_peak_507	chr14	7394446	7394611	+	38	NA	Intergenic	RLTR1F_Mm|LTR|ERVK	-12609	NR_152169	74715	Mm.484032	NR_152169	ENSMUSG00000091676	4930521O11Rik	-	RIKEN cDNA 4930521O11 gene	ncRNA
lmo2_peak_465	chr13	79973252	79973492	+	36	NA	Intergenic	RLTR1|LTR|ERV1	-910012	NR_153410	105171	Mm.423137	NM_001042591	ENSMUSG00000074794	Arrdc3	AI450344|mKIAA1376	arrestin domain containing 3	protein-coding
lmo2_peak_1900	chrX	53002665	53002882	+	31	NA	intron (NM_013556, intron 3 of 8)	B1F|SINE|Alu	14695	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_1165	chr4	40329732	40329913	+	31	NA	Intergenic	Intergenic	16590	NR_040663	75819	Mm.399244	NR_040663	ENSMUSG00000087137	4930509K18Rik	-	RIKEN cDNA 4930509K18 gene	ncRNA
lmo2_peak_226	chr11	30614333	30614550	+	31	NA	intron (NM_029344, intron 3 of 3)	intron (NM_029344, intron 3 of 3)	34955	NM_029344	75572	Mm.390319	NM_029344	ENSMUSG00000060923	Acyp2	2310004B09Rik	acylphosphatase 2, muscle type	protein-coding
lmo2_peak_385	chr12	99274777	99274920	+	27	NA	intron (NM_183186, intron 4 of 5)	intron (NM_183186, intron 4 of 5)	-112040	NR_038130	67639	Mm.87374	NR_038130	ENSMUSG00000113210	4930474N09Rik	-	RIKEN cDNA 4930474N09 gene	ncRNA
lmo2_peak_483	chr13	97007923	97008168	+	21	NA	Intergenic	RLTR20A|LTR|ERVK	26317	NM_025585	66479	Mm.390629	NM_025585	ENSMUSG00000052075	1700029F12Rik	-	RIKEN cDNA 1700029F12 gene	protein-coding
